,buyer-count,player-count,accumulated-hours-played,player-frac-of-buyer,avg-hours-played,std-hours-played
Tompi Jones,2,0,0.0,0.0,0.0,0.0
Tony Hawk's Pro Skater HD,8,6,54.4,0.75,9.066666666666666,11.238445918660938
Torchlight,95,75,1688.9000000000003,0.7894736842105263,22.51866666666667,56.779216061659184
Torchlight II,224,204,6891.9,0.9107142857142857,33.78382352941176,84.11293243049717
Toribash,154,83,371.2000000000001,0.538961038961039,4.472289156626507,12.400740666835208
Torvald - Hunter (Assault Class),10,0,0.0,0.0,0.0,0.0
Total Annihilation,3,3,1.0,1.0,0.3333333333333333,0.15275252316519466
Total Pro Golf 3,1,0,0.0,0.0,0.0,0.0
Total War ATTILA,36,36,2654.7,1.0,73.74166666666666,89.2655920753984
Total War ATTILA - Age of Charlemagne Campaign Pack,5,0,0.0,0.0,0.0,0.0
Total War Battles KINGDOM,24,18,72.00000000000001,0.75,4.000000000000001,9.203068541972035
Total War Battles SHOGUN,11,2,7.2,0.18181818181818182,3.6,1.2727922061357855
Total War ROME II - Emperor Edition,166,153,20892.499999999996,0.9216867469879518,136.55228758169932,229.74592147028972
Total War SHOGUN 2,198,179,15761.499999999998,0.9040404040404041,88.05307262569832,159.10072256366783
Total War SHOGUN 2 - Fall of the Samurai,84,0,0.0,0.0,0.0,0.0
Tower Wars,28,18,84.20000000000002,0.6428571428571429,4.677777777777779,6.138073615754238
Tower of Guns,10,4,4.0,0.4,1.0,0.9486832980505138
TowerFall Ascension,13,7,73.9,0.5384615384615384,10.557142857142859,14.052384986525375
Town of Salem,14,12,173.0,0.8571428571428571,14.416666666666666,14.397400859709071
Towns,8,6,64.2,0.75,10.700000000000001,21.423631811623352
Towtruck Simulator 2015,1,1,2.3,1.0,2.3,0.0
Toy Soldiers,12,7,113.30000000000001,0.5833333333333334,16.185714285714287,31.132374819546968
Toy Soldiers Complete,1,0,0.0,0.0,0.0,0.0
Toy Soldiers War Chest,2,2,4.5,1.0,2.25,1.4849242404917498
Toybox Turbos,5,1,2.1,0.2,2.1,0.0
TrackMania Canyon,5,4,5.4,0.8,1.35,0.7852812659593164
TrackMania Stadium,14,12,285.9,0.8571428571428571,23.825,47.06587501480336
TrackMania United,6,6,50.1,1.0,8.35,16.062969837486467
TrackMania Valley,5,4,119.5,0.8,29.875,46.370132269238425
Tradewinds Caravans,1,1,1.5,1.0,1.5,0.0
Tradewinds Odyssey,1,0,0.0,0.0,0.0,0.0
Train Fever,9,9,174.7,1.0,19.41111111111111,18.554881058931937
Train Simulator,54,50,2975.4999999999995,0.9259259259259259,59.50999999999999,235.17403651121776
Train Simulator Sheerness Branch Extension Route,3,0,0.0,0.0,0.0,0.0
Train Simulator Southern Pacific SD70M Loco,3,0,0.0,0.0,0.0,0.0
Trainz Classic Cabon City,1,0,0.0,0.0,0.0,0.0
Trainz Murchison 2,1,0,0.0,0.0,0.0,0.0
Trainz Simulator 12,18,7,14.600000000000001,0.3888888888888889,2.085714285714286,2.6226122927522546
TransOcean The Shipping Company,4,4,28.0,1.0,7.0,8.978864070694021
Transcripted,1,0,0.0,0.0,0.0,0.0
Transformers Fall of Cybertron,18,16,203.8,0.8888888888888888,12.7375,15.510894021085095
Transformers War for Cybertron,14,12,108.4,0.8571428571428571,9.033333333333333,11.557864959595367
Transformice,93,45,2271.8,0.4838709677419355,50.48444444444445,137.8873337111854
Transistor,53,34,195.20000000000002,0.6415094339622641,5.741176470588236,6.703735622863403
Transistor Soundtrack,8,0,0.0,0.0,0.0,0.0
Trapped Dead,8,4,4.0,0.5,1.0,0.9899494936611666
Trapped Dead Lockdown,1,0,0.0,0.0,0.0,0.0
Traps N' Gemstones,1,1,7.0,1.0,7.0,0.0
Treasure Planet Battle at Procyon,1,1,0.6,1.0,0.6,0.0
Tree of Life,2,2,33.0,1.0,16.5,21.920310216782973
Treeker The Lost Glasses,1,1,3.0,1.0,3.0,0.0
Trials 2 Second Edition,9,8,23.9,0.8888888888888888,2.9875,3.068008893635834
Trials Evolution Gold Edition,25,25,398.4,1.0,15.936,16.912517060843822
Trials Fusion,10,7,137.3,0.7,19.614285714285717,28.189148536947606
Tribes Ascend,104,43,212.00000000000006,0.41346153846153844,4.9302325581395365,8.098428268548131
Tribes Ascend - Steam Starter Pack,7,0,0.0,0.0,0.0,0.0
Trine,103,72,401.59999999999997,0.6990291262135923,5.5777777777777775,7.47531566476961
Trine 2,185,131,836.5,0.7081081081081081,6.385496183206107,7.233427979100329
Trine 3 The Artifacts of Power,11,6,45.9,0.5454545454545454,7.6499999999999995,7.76163642539381
Triple Town,1,1,21.0,1.0,21.0,0.0
Tropico,8,2,1.4,0.25,0.7,0.282842712474619
Tropico 2 Pirate Cove,8,0,0.0,0.0,0.0,0.0
Tropico 3 - Steam Special Edition,97,24,336.4,0.24742268041237114,14.016666666666666,19.696472133170285
Tropico 3 Absolute Power,20,12,430.9,0.6,35.90833333333333,40.73929214213748
Tropico 4,92,68,1726.6000000000001,0.7391304347826086,25.39117647058824,40.363833136372605
Tropico 5,35,33,642.1,0.9428571428571428,19.457575757575757,17.261464130814453
Tropico 5 - Espionage,1,0,0.0,0.0,0.0,0.0
Tropico 5 - Generalissimo,3,0,0.0,0.0,0.0,0.0
Tropico 5 - Inquisition,1,0,0.0,0.0,0.0,0.0
Tropico 5 - Mad World,3,0,0.0,0.0,0.0,0.0
Trouble In The Manor,1,1,0.9,1.0,0.9,0.0
Trove,384,253,4818.4,0.6588541666666666,19.045059288537548,43.64033404150808
Trove Arcanium Expedition Pack,1,0,0.0,0.0,0.0,0.0
Trove Power Pack,2,0,0.0,0.0,0.0,0.0
Trucks & Trailers,9,1,0.3,0.1111111111111111,0.3,0.0
Tryst,1,1,21.0,1.0,21.0,0.0
Tryst Survival DLC,1,0,0.0,0.0,0.0,0.0
Tsukumogami,3,0,0.0,0.0,0.0,0.0
Tulpa,1,0,0.0,0.0,0.0,0.0
Turbo Dismount,23,20,118.60000000000002,0.8695652173913043,5.9300000000000015,7.71376759607883
Turnover,1,0,0.0,0.0,0.0,0.0
Turok Dinosaur Hunter,2,1,0.4,0.5,0.4,0.0
Twin Sector,2,1,0.6,0.5,0.6,0.0
Two Brothers,3,0,0.0,0.0,0.0,0.0
Two Worlds 2 - Pirates of the Flying Fortress ,21,0,0.0,0.0,0.0,0.0
Two Worlds Epic Edition,59,19,135.2,0.3220338983050847,7.1157894736842096,11.569704843920547
Two Worlds II,47,29,405.90000000000015,0.6170212765957447,13.996551724137936,22.181499414064813
Two Worlds II Castle Defense,11,3,6.0,0.2727272727272727,2.0,2.6153393661244038
Tycoon City New York,1,0,0.0,0.0,0.0,0.0
TypeRider,13,4,10.5,0.3076923076923077,2.625,0.9535023160258536
Typer Shark! Deluxe,1,0,0.0,0.0,0.0,0.0
TyranoBuilder Visual Novel Studio,1,1,10.5,1.0,10.5,0.0
TyranoBuilder Visual Novel Studio Demo,1,0,0.0,0.0,0.0,0.0
UFO Afterlight,26,2,1.1,0.07692307692307693,0.55,0.6363961030678928
UFO Afterlight - Old Version,3,0,0.0,0.0,0.0,0.0
UFO Aftermath,2,1,6.6,0.5,6.6,0.0
UFO Aftershock,1,0,0.0,0.0,0.0,0.0
UFO Extraterrestrials Gold,6,2,124.0,0.3333333333333333,62.0,41.012193308819754
UberStrike,59,35,77.30000000000001,0.5932203389830508,2.208571428571429,4.478338152154437
Ubersoldier II,3,2,1.7,0.6666666666666666,0.85,0.9192388155425117
Ubinota,4,0,0.0,0.0,0.0,0.0
Uebergame,4,0,0.0,0.0,0.0,0.0
Ultimate General Gettysburg,5,5,42.9,1.0,8.58,8.033492391233093
Ultimate Tic-Tac-Toe,13,10,22.4,0.7692307692307693,2.2399999999999998,5.458164119514505
Ultionus A Tale of Petty Revenge,1,1,0.6,1.0,0.6,0.0
Ultra Street Fighter IV,49,40,1460.3,0.8163265306122449,36.5075,97.14645139803496
Ultratron,6,4,9.6,0.6666666666666666,2.4,2.299275248130738
Uncharted Waters Online,17,1,181.0,0.058823529411764705,181.0,0.0
Uncharted Waters Online Gran Atlas,14,4,253.8,0.2857142857142857,63.45,97.90354096422323
Uncrowded,19,10,47.099999999999994,0.5263157894736842,4.709999999999999,9.093275904021974
Undead Overlord,1,1,0.8,1.0,0.8,0.0
Undefeated,1,0,0.0,0.0,0.0,0.0
Undefeated - Deluxe Contents,1,0,0.0,0.0,0.0,0.0
Undefeated - Official Guide,1,0,0.0,0.0,0.0,0.0
Under the Ocean,3,1,0.6,0.3333333333333333,0.6,0.0
Undertale,38,32,444.6000000000001,0.8421052631578947,13.893750000000002,12.691270494879287
Unepic,30,18,156.19999999999996,0.6,8.677777777777775,15.131368102507938
Unhack,1,0,0.0,0.0,0.0,0.0
Unholy Heights,5,1,0.5,0.2,0.5,0.0
Unity of Command,2,1,0.1,0.5,0.1,0.0
Unium,1,1,0.8,1.0,0.8,0.0
Universal Combat CE,4,1,0.2,0.25,0.2,0.0
Universe Sandbox,59,50,300.29999999999995,0.847457627118644,6.005999999999999,19.753867200823112
Universe Sandbox ,7,7,19.3,1.0,2.757142857142857,2.165530837814093
Universe at War Earth Assault,10,9,88.9,0.9,9.877777777777778,15.227588267498055
Unmechanical,3,2,3.6999999999999997,0.6666666666666666,1.8499999999999999,2.0506096654409878
Unreal Gold,16,8,15.299999999999999,0.5,1.9124999999999999,4.124642841680789
Unreal II The Awakening,16,4,2.8000000000000003,0.25,0.7000000000000001,0.38297084310253526
Unreal Tournament 2004,19,11,46.3,0.5789473684210527,4.209090909090909,4.438345310012403
Unreal Tournament 3 Black Edition,44,37,329.90000000000003,0.8409090909090909,8.916216216216217,12.414474381711623
Unreal Tournament Game of the Year Edition,24,11,289.5,0.4583333333333333,26.318181818181817,65.66747776764109
Unrest,1,0,0.0,0.0,0.0,0.0
Unstoppable Gorg,2,2,1.6,1.0,0.8,0.42426406871192857
Unturned,1563,1069,16096.400000000016,0.6839411388355726,15.057436856875599,43.25365881968038
Unturned - Permanent Gold Upgrade,38,0,0.0,0.0,0.0,0.0
Uplink,45,14,65.5,0.3111111111111111,4.678571428571429,8.363306171000206
Urban Chaos,1,0,0.0,0.0,0.0,0.0
Urban Trial Freestyle,12,7,11.5,0.5833333333333334,1.6428571428571428,1.516418085332607
Uriel's Chasm,14,7,15.700000000000001,0.5,2.242857142857143,2.3136242440934836
Urizen Shadows of the Cold,1,1,0.1,1.0,0.1,0.0
Uru Complete Chronicles,4,0,0.0,0.0,0.0,0.0
VERGELost chapter,1,0,0.0,0.0,0.0,0.0
VVVVVV,63,37,107.0,0.5873015873015873,2.891891891891892,3.5395682707843825
Vagante,2,1,4.5,0.5,4.5,0.0
Vagrant Hearts,1,0,0.0,0.0,0.0,0.0
Valdis Story Abyssal City,11,7,142.0,0.6363636363636364,20.285714285714285,41.69238254051646
Valiant Hearts The Great War / Soldats Inconnus  Mmoires de la Grande Guerre,24,14,66.6,0.5833333333333334,4.757142857142857,3.564939159199103
Valkyria Chronicles,36,29,286.9,0.8055555555555556,9.89310344827586,12.368593032194854
Valkyria Chronicles Challenge of the Edy Detachment,36,0,0.0,0.0,0.0,0.0
Valkyria Chronicles Edy's Mission Enter the Edy Detachment,36,0,0.0,0.0,0.0,0.0
Valkyria Chronicles Hard EX Mode,36,0,0.0,0.0,0.0,0.0
Valkyria Chronicles Selveria's Mission Behind Her Blue Flame,36,0,0.0,0.0,0.0,0.0
Vampire The Masquerade - Bloodlines,37,29,1047.6,0.7837837837837838,36.12413793103448,101.48128840604915
Van Helsing II Ink Hunt,6,0,0.0,0.0,0.0,0.0
Van Helsing II Pigasus,5,0,0.0,0.0,0.0,0.0
Vangers,3,0,0.0,0.0,0.0,0.0
Vanguard Princess,8,4,8.299999999999999,0.5,2.0749999999999997,2.0548722588034516
Vanguard Princess Director's Cut,8,0,0.0,0.0,0.0,0.0
Vanguard Princess Hilda Rize,2,0,0.0,0.0,0.0,0.0
Vanguard Princess Kurumi,1,0,0.0,0.0,0.0,0.0
Vanguard Princess Lilith,2,0,0.0,0.0,0.0,0.0
Vanguard Saga of Heroes F2P,1,0,0.0,0.0,0.0,0.0
Vector,2,0,0.0,0.0,0.0,0.0
Vegas Make It Big,3,0,0.0,0.0,0.0,0.0
Velocibox,4,1,0.9,0.25,0.9,0.0
VelocityUltra,2,1,1.3,0.5,1.3,0.0
Velvet Assassin,12,4,7.0,0.3333333333333333,1.75,2.4933244206614327
Velvet Sundown,40,16,20.4,0.4,1.275,1.1084523745595327
Venetica,1,0,0.0,0.0,0.0,0.0
Venice,1,0,0.0,0.0,0.0,0.0
Verde Station,1,0,0.0,0.0,0.0,0.0
Verdun,26,24,243.20000000000002,0.9230769230769231,10.133333333333335,20.44735906550338
Vertex Dispenser,1,0,0.0,0.0,0.0,0.0
Vertical Drop Heroes HD,14,3,7.4,0.21428571428571427,2.466666666666667,1.616580753730952
Vertiginous Golf,25,4,1.0,0.16,0.25,0.10000000000000003
Vessel,21,11,14.3,0.5238095238095238,1.3,2.7996428343629836
Victim of Xen,10,8,26.000000000000004,0.8,3.2500000000000004,3.25488643646529
Victor Vran,5,4,207.0,0.8,51.75,59.06344046870281
Victoria II,19,14,575.1,0.7368421052631579,41.07857142857143,52.765317551055595
Victoria II Interwar Cavalry Unit Pack,2,0,0.0,0.0,0.0,0.0
Victoria Revolutions,4,0,0.0,0.0,0.0,0.0
Victory At Sea,2,1,0.1,0.5,0.1,0.0
Victory Command,17,5,1.5999999999999999,0.29411764705882354,0.31999999999999995,0.21679483388678797
Victory The Age of Racing,2,1,0.6,0.5,0.6,0.0
Vigil Blood Bitterness,7,1,0.1,0.14285714285714285,0.1,0.0
Viking Battle for Asgard,33,9,34.4,0.2727272727272727,3.822222222222222,6.09277805639139
Viking Brothers,1,1,1.8,1.0,1.8,0.0
Villagers and Heroes,39,18,69.2,0.46153846153846156,3.8444444444444446,6.605276163993022
Villagers and Heroes Hero of Stormhold Pack,3,0,0.0,0.0,0.0,0.0
Vindictus,61,26,168.10000000000002,0.4262295081967213,6.465384615384616,16.295740358945153
Vintage Year,2,1,3.0,0.5,3.0,0.0
Violett,2,1,0.4,0.5,0.4,0.0
Viridi,25,6,18.2,0.24,3.033333333333333,6.223075338340896
Virtua Tennis 4,2,2,5.0,1.0,2.5,2.687005768508881
Virtual Villagers A New Home,1,1,4.3,1.0,4.3,0.0
Viscera Cleanup Detail,13,11,62.79999999999999,0.8461538461538461,5.709090909090908,4.847361044002096
Viscera Cleanup Detail Santa's Rampage,30,19,86.69999999999999,0.6333333333333333,4.563157894736841,7.8298723223814655
Viscera Cleanup Detail Shadow Warrior,57,7,4.8,0.12280701754385964,0.6857142857142857,0.5871642911161277
Vlad the Impaler,2,1,4.5,0.5,4.5,0.0
Voices from the Sea,8,3,2.5999999999999996,0.375,0.8666666666666666,0.6110100926607787
Void Destroyer,2,2,3.0,1.0,1.5,0.42426406871192857
VoidExpanse,2,1,1.9,0.5,1.9,0.0
Volgarr the Viking,9,4,21.599999999999998,0.4444444444444444,5.3999999999999995,8.407536301834602
Volt,2,1,0.9,0.5,0.9,0.0
Volume,1,1,0.7,1.0,0.7,0.0
Vox,1,1,2.4,1.0,2.4,0.0
Voxelized,7,2,10.7,0.2857142857142857,5.35,3.747665940288702
Voyage Journey to the Moon,1,0,0.0,0.0,0.0,0.0
WAKFU,51,33,1150.7000000000003,0.6470588235294118,34.869696969696975,158.58151784817264
WARMACHINE Tactics - Retribution of Scyrah Faction Bundle,2,0,0.0,0.0,0.0,0.0
WARMODE,82,49,122.89999999999996,0.5975609756097561,2.5081632653061217,3.5709380615541044
WARP,2,2,2.6,1.0,1.3,0.0
WARSHIFT,1,0,0.0,0.0,0.0,0.0
WORLD END ECONOMiCA episode.01,4,4,1.1,1.0,0.275,0.1707825127659933
WRC 4 FIA WORLD RALLY CHAMPIONSHIP,7,5,25.200000000000003,0.7142857142857143,5.040000000000001,5.292258497087987
WRC 5,2,2,6.5,1.0,3.25,1.4849242404917495
WRC 5 - WRC Concept Car S,1,0,0.0,0.0,0.0,0.0
WRC Powerslide,4,2,9.6,0.5,4.8,6.646803743153547
WTFast Gamers Private Network (GPN),9,1,6.7,0.1111111111111111,6.7,0.0
WWE 2K15,5,5,144.6,1.0,28.919999999999998,54.55425739573403
Wacky Wheels,3,0,0.0,0.0,0.0,0.0
Waking Mars,19,10,41.40000000000001,0.5263157894736842,4.1400000000000015,5.485171930861521
Walkover,5,2,0.30000000000000004,0.4,0.15000000000000002,0.07071067811865475
Wallace & Gromit Ep 1 Fright of the Bumblebees,23,4,9.9,0.17391304347826086,2.475,1.5521490478258415
Wallace & Gromit Ep 2 The Last Resort,22,1,15.4,0.045454545454545456,15.4,0.0
Wallace & Gromit Ep 3 Muzzled!,22,1,12.7,0.045454545454545456,12.7,0.0
Wallace & Gromit Ep 4 The Bogey Man,22,1,3.9,0.045454545454545456,3.9,0.0
Wanderlust Rebirth,13,9,33.800000000000004,0.6923076923076923,3.755555555555556,5.018991709275656
War Inc. Battlezone,76,32,116.89999999999999,0.42105263157894735,3.6531249999999997,9.28811187364899
War Operations,2,0,0.0,0.0,0.0,0.0
War Thunder,590,303,14381.600000000004,0.5135593220338983,47.46402640264028,156.49657188856713
War for the Overworld,12,11,111.69999999999999,0.9166666666666666,10.154545454545454,8.414079110201381
War in a Box Paper Tanks,2,1,6.3,0.5,6.3,0.0
War of Beach,4,2,0.5,0.5,0.25,0.21213203435596428
War of the Human Tanks,3,3,6.300000000000001,1.0,2.1,1.7521415467935233
War of the Roses,97,46,761.8000000000001,0.4742268041237113,16.56086956521739,41.301527968834115
War of the Roses Balance Beta,53,4,10.1,0.07547169811320754,2.525,2.5408331966765023
War of the Roses Kingmaker,53,0,0.0,0.0,0.0,0.0
War of the Vikings,4,3,18.0,0.75,6.0,7.673982017179869
War on Folvos,2,0,0.0,0.0,0.0,0.0
"War, the Game",3,1,6.5,0.3333333333333333,6.5,0.0
Warehouse and Logistics Simulator,1,1,0.2,1.0,0.2,0.0
Warehouse and Logistics Simulator DLC Hell's Warehouse,1,0,0.0,0.0,0.0,0.0
Warface,329,167,2108.099999999998,0.5075987841945289,12.623353293413162,55.98498824836541
Warframe,847,424,27074.599999999995,0.500590318772137,63.85518867924527,166.1596122945764
Wargame AirLand Battle,36,28,1182.4,0.7777777777777778,42.228571428571435,92.13948707999779
Wargame European Escalation,56,37,841.2,0.6607142857142857,22.735135135135135,44.74990512849171
Wargame Red Dragon,33,27,1177.1000000000001,0.8181818181818182,43.5962962962963,72.92727927653728
"Warhammer 40,000 Armageddon",1,1,10.1,1.0,10.1,0.0
"Warhammer 40,000 Armageddon - Angels of Death",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Armageddon - Glory of Macragge",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Armageddon - Untold Battles",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Armageddon - Vulkan's Wrath",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Dark Nexus Arena",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Dawn of War  Dark Crusade",45,23,624.9,0.5111111111111111,27.169565217391302,51.006634459580646
"Warhammer 40,000 Dawn of War  Soulstorm",40,25,313.19999999999993,0.625,12.527999999999997,10.332977950878117
"Warhammer 40,000 Dawn of War  Winter Assault",45,15,65.2,0.3333333333333333,4.346666666666667,6.3254437073803835
"Warhammer 40,000 Dawn of War - Game of the Year Edition",88,33,200.39999999999998,0.375,6.072727272727272,9.205815849480452
"Warhammer 40,000 Dawn of War II",161,132,3444.100000000001,0.8198757763975155,26.091666666666672,45.68812136477313
"Warhammer 40,000 Dawn of War II  Retribution",101,69,4983.700000000001,0.6831683168316832,72.22753623188407,194.47046341892127
"Warhammer 40,000 Dawn of War II - Chaos Rising",96,55,1579.5000000000002,0.5729166666666666,28.718181818181822,54.510865688543944
"Warhammer 40,000 Kill Team",4,3,7.2,0.75,2.4,2.6057628441590768
"Warhammer 40,000 Regicide",2,2,3.6999999999999997,1.0,1.8499999999999999,2.1920310216782974
"Warhammer 40,000 Space Marine",62,49,783.0,0.7903225806451613,15.979591836734693,26.451283677040422
"Warhammer 40,000 Storm of Vengeance",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Storm of Vengeance Bad Moon Clan",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Storm of Vengeance Death Skulls Clan",1,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Storm of Vengeance Deathwing Terminator",9,0,0.0,0.0,0.0,0.0
"Warhammer 40,000 Storm of Vengeance Imperial Guard Faction",1,0,0.0,0.0,0.0,0.0
Warhammer End Times - Vermintide,17,17,314.4,1.0,18.49411764705882,18.16498935412003
Warhammer End Times - Vermintide Sigmar's Blessing,17,0,0.0,0.0,0.0,0.0
Warhammer Online Age of Reckoning,3,1,3.0,0.3333333333333333,3.0,0.0
Warhammer Quest,2,2,3.3,1.0,1.65,1.9091883092036783
Warhammer Quest - Base Pack items,2,0,0.0,0.0,0.0,0.0
Warlock - Master of the Arcane,65,22,412.79999999999995,0.3384615384615385,18.763636363636362,32.33741081979413
Warlock - Master of the Arcane Powerful Lords,65,0,0.0,0.0,0.0,0.0
Warlock 2 the Exiled,7,5,238.5,0.7142857142857143,47.7,71.34374534603576
Warmachine Tactics,13,9,83.69999999999999,0.6923076923076923,9.299999999999999,15.42765374254945
Warring States,1,0,0.0,0.0,0.0,0.0
Warrior Kings Battles,1,1,23.0,1.0,23.0,0.0
Warriors & Castles,1,0,0.0,0.0,0.0,0.0
Warside,11,6,6.8,0.5454545454545454,1.1333333333333333,1.3677231688710498
Wasteland 1 - The Original Classic,24,2,6.5,0.08333333333333333,3.25,4.313351365237939
Wasteland 2,24,22,491.9000000000001,0.9166666666666666,22.359090909090913,20.222916258327878
Wasteland 2 Director's Cut,24,3,2.9000000000000004,0.125,0.9666666666666668,0.7371114795831993
Wasteland Angel,5,3,1.0,0.6,0.3333333333333333,0.23094010767585033
Watch_Dogs,43,40,708.7999999999998,0.9302325581395349,17.719999999999995,17.87140962686721
Watchmen The End Is Nigh,1,1,0.4,1.0,0.4,0.0
Watchmen The End Is Nigh Part 2,2,1,2.8,0.5,2.8,0.0
Waveform,23,10,28.5,0.43478260869565216,2.85,5.755046094998334
Waves,4,1,0.2,0.25,0.2,0.0
Way of the Samurai 4,3,3,9.0,1.0,3.0,2.330236039546209
Weapons Genius,2,2,2.5,1.0,1.25,0.21213203435596414
Weather Lord The Successor's Path,1,1,3.8,1.0,3.8,0.0
Weird Worlds Return to Infinite Space,16,1,1.1,0.0625,1.1,0.0
Westerado Double Barreled,2,2,3.8000000000000003,1.0,1.9000000000000001,1.8384776310850237
Westward,1,1,4.2,1.0,4.2,0.0
Westward 2,1,0,0.0,0.0,0.0,0.0
Westward 3,1,1,0.2,1.0,0.2,0.0
Westward IV,1,0,0.0,0.0,0.0,0.0
Where is my Heart?,2,0,0.0,0.0,0.0,0.0
Whisper of a Rose,5,0,0.0,0.0,0.0,0.0
White Noise Online,4,2,9.0,0.5,4.5,2.9698484809834995
Who Is Mike,1,0,0.0,0.0,0.0,0.0
Who's That Flying?!,1,1,0.2,1.0,0.2,0.0
Why So Evil,13,5,61.5,0.38461538461538464,12.3,11.760527199067226
Why So Evil 2 Dystopia,8,3,17.3,0.375,5.766666666666667,7.444684904905871
Wickland,9,4,5.1,0.4444444444444444,1.275,1.1026483271348728
Wild Metal Country,3,0,0.0,0.0,0.0,0.0
Wild Warfare,13,9,25.7,0.6923076923076923,2.8555555555555556,6.848742788116501
Wildlife Park 2,2,2,30.6,1.0,15.3,19.374725804511403
Wildlife Park 2 - Crazy Zoo,2,0,0.0,0.0,0.0,0.0
Wildlife Park 2 - Dino World,2,1,1.8,0.5,1.8,0.0
Wildlife Park 2 - Domestic Animals DLC,2,0,0.0,0.0,0.0,0.0
Wildlife Park 2 - Fantasy,3,0,0.0,0.0,0.0,0.0
Wildlife Park 2 - Farm World,2,0,0.0,0.0,0.0,0.0
Wildlife Park 2 - Horses,2,0,0.0,0.0,0.0,0.0
Wildlife Park 2 - Marine World,2,1,0.1,0.5,0.1,0.0
Wildlife Park 3,6,3,12.0,0.5,4.0,3.459768778401239
Wind of Luck Arena,10,5,33.2,0.5,6.640000000000001,10.322209065892824
Wind of Luck Arena - Mediterranean Captain pack,1,0,0.0,0.0,0.0,0.0
Windborne,1,1,5.1,1.0,5.1,0.0
Windforge,1,0,0.0,0.0,0.0,0.0
Windosill,15,6,5.8999999999999995,0.4,0.9833333333333333,1.2205190152827061
Windward,6,6,99.4,1.0,16.566666666666666,17.508931054369558
Wings of Prey,11,11,428.09999999999997,1.0,38.918181818181814,75.67583257793493
Wings! Remastered Edition,2,2,4.4,1.0,2.2,1.5556349186104041
Winning Post 8 2015,1,1,127.0,1.0,127.0,0.0
Winter Voices,1,0,0.0,0.0,0.0,0.0
Witch's Pranks Frog's Fortune Collector's Edition,1,0,0.0,0.0,0.0,0.0
Without Within,7,1,0.2,0.14285714285714285,0.2,0.0
Wizardry 6 Bane of the Cosmic Forge,3,0,0.0,0.0,0.0,0.0
